i_gru,n_m,Ra,dec,z,thete_g ,mu,sigv,r_b,flag,rabs1,d_ij,tcr,rp,rabs2,Target,ngc,pasiva
152,4,173.655,48.96,0.031594,3.0780000000000003,24.305,828.015,13.967,0,-21.041999999999998,0.0635604,0.0069616,42.0740318,-20.365,Loose,152,3
153,4,173.69299999999998,22.493000000000002,0.067742,3.792,25.49,553.0419999999999,14.341,0,-22.34,0.11631989999999999,0.019074599999999997,110.1761932,-20.494,Loose,153,3
154,4,173.797,51.201,0.027367000000000002,4.761,24.546999999999997,324.795,12.985999999999999,0,-21.676,0.060677699999999994,0.016942500000000003,56.4165115,-20.217,Loose,154,4
155,4,173.99,55.068000000000005,0.056413,1.902,23.44,626.46,13.957,0,-22.378,0.077805,0.011263500000000001,46.140888200000006,-21.335,Node,155,4
156,8,174.269,19.962,0.021965000000000002,8.015,25.715,158.563,13.963,0,-20.18,0.08286639999999999,0.0473955,76.32553100000001,-20.159000000000002,Loose,156,3
157,4,174.27700000000002,2.82,0.03048,3.115,24.932,59.306999999999995,14.405999999999999,0,-20.482,0.0593062,0.0906892,41.0860252,-19.555999999999997,Field,157,1
158,4,174.49099999999999,11.220999999999998,0.036779,5.827000000000001,26.1,33.614000000000004,14.147,0,-21.162,0.14291479999999998,0.3855856,92.607811,-19.663,Field,158,0
159,6,174.514,47.428000000000004,0.034376,6.6610000000000005,25.273000000000003,162.066,13.568,0,-21.57,0.12642989999999998,0.07074860000000001,98.9942245,-21.135,Field,159,4
160,5,174.62099999999998,20.479,0.026806,6.7989999999999995,25.473000000000003,308.228,13.251,0,-21.345,0.061288699999999995,0.018033,78.9337692,-19.877,Field,160,3
161,6,174.804,26.351,0.023938,10.118,26.198,282.21,13.556,0,-20.73,0.13755279999999998,0.0442034,104.9629898,-20.574,Loose,161,4
162,5,175.545,10.315,0.021637,8.822000000000001,24.615,164.533,12.526,0,-21.704,0.0972502,0.053604,82.76782990000001,-21.51,Field,162,3
163,4,175.773,59.56399999999999,0.064985,1.725,23.861,251.082,14.54,0,-22.081,0.0688622,0.024872799999999997,48.10028079999999,-20.735,Node,163,3
164,6,175.86700000000002,-1.6440000000000001,0.0454,5.472,25.365,367.717,13.546,0,-22.26,0.1404885,0.0346486,107.1335983,-20.344,Field,164,4
165,4,176.028,33.513000000000005,0.032536,3.775,23.918000000000003,111.521,12.805,0,-22.234,0.0726424,0.0590735,53.1175346,-20.428,Node,165,3
166,4,176.11900000000003,20.094,0.025172999999999997,2.294,23.399,307.74,13.645999999999999,0,-20.655,0.037982,0.0111932,25.019706699999997,-19.91,Loose,166,3
167,4,176.12900000000002,33.336,0.032568,6.079,25.34,238.602,13.388,0,-21.604,0.1006046,0.0382386,85.6381989,-20.518,Node,167,2
168,4,176.524,20.419,0.024812999999999998,4.471,24.07,180.67,12.544,0,-21.822,0.0609778,0.0306086,48.0709648,-20.254,FIl,168,3
169,4,176.625,35.745,0.036815,4.897,25.649,24.816,14.495,0,-20.82,0.0844416,0.3085969,77.8975296,-20.051,Field,169,1
170,4,176.86,52.453,0.048577999999999996,4.687,25.719,172.766,14.68,0,-21.269000000000002,0.1223795,0.0642406,98.11088559999999,-21.266,Field,170,1
172,4,178.90099999999998,54.89,0.052252999999999994,3.155,24.569000000000003,371.348,14.093,0,-22.011,0.0953079,0.023275999999999998,70.98448940000002,-21.2,FIl,172,4
173,4,179.044,60.474,0.03318,7.849,25.287,140.39,12.524000000000001,0,-22.581,0.14860810000000002,0.095999,112.62784579999999,-20.825,Field,173,2
175,4,179.247,1.119,0.040576,3.4610000000000003,25.271,67.93,14.567,0,-20.97,0.0815347,0.10885299999999999,60.6192245,-20.265,Field,175,1
176,7,179.65,28.362,0.029104,11.423,26.301,233.44299999999998,13.57,0,-21.215,0.1760368,0.0683883,143.9089508,-20.898000000000003,Field,176,7
177,4,179.886,55.528999999999996,0.080874,5.532,26.068,226.38,14.043,0,-23.096999999999998,0.2067938,0.0828437,191.2712555,-21.296999999999997,FIl,177,4
178,4,180.34400000000002,53.478,0.051351999999999995,4.088,25.364,170.794,14.152000000000001,0,-21.893,0.09229839999999999,0.0490094,90.4058075,-20.467,Field,178,4
179,4,181.02200000000002,2.434,0.084138,2.818,24.82,422.43800000000005,14.422,0,-22.840999999999998,0.1623447,0.034852600000000004,101.2951584,-21.256999999999998,Loose,179,4
180,4,181.41099999999997,31.043000000000003,0.024416,5.263,25.868000000000002,280.464,14.465,0,-19.908,0.0689919,0.022309,55.679969799999995,-19.699,Loose,180,1
182,4,182.24400000000003,29.241,0.01377,9.134,25.186999999999998,133.71200000000002,12.671,0,-20.433,0.05972519999999999,0.0405087,54.623321499999996,-20.151,Field,182,2
183,4,182.58599999999998,5.37,0.076701,2.667,24.448,343.468,14.050999999999998,0,-22.968000000000004,0.0927712,0.0244955,87.5469437,-21.136999999999997,Node,183,3
184,4,182.657,17.875999999999998,0.024574000000000002,2.4819999999999998,23.95,288.12,13.985,0,-20.459,0.0313368,0.0098637,26.4315147,-19.878,Loose,184,0
185,4,182.737,30.868000000000002,0.07521699999999999,1.5730000000000002,23.854,307.784,14.719000000000001,0,-22.224,0.07513969999999999,0.022140299999999998,50.648734999999995,-20.644000000000002,Loose,185,3
186,8,183.195,66.69800000000001,0.058838999999999995,5.689,26.105,408.95300000000003,14.76,0,-21.634,0.10715519999999999,0.023762900000000003,143.868042,-20.712,Loose,186,3
188,4,183.322,21.666,0.025782999999999997,3.8,24.215999999999998,235.722,13.05,0,-21.423000000000002,0.057683000000000005,0.0221926,42.4381523,-19.489,Loose,188,3
189,5,183.548,13.552,0.044015,4.808,25.648000000000003,153.07,14.164000000000001,0,-21.555999999999997,0.049106300000000006,0.029094099999999998,91.2876663,-20.184,Field,189,2
190,5,183.85299999999998,59.975,0.060234,2.123,24.0,159.268,14.555,0,-21.896,0.0571298,0.0325306,54.9516144,-21.131999999999998,Loose,190,5
191,6,184.243,44.098,0.067537,5.246,26.18,179.676,14.609000000000002,0,-22.039,0.1260474,0.0636213,151.9760437,-21.053,Field,191,4
192,4,184.295,41.358000000000004,0.047412,4.298,25.383000000000003,190.861,13.845,0,-22.033,0.11021130000000001,0.0523683,87.8210373,-19.711,VoiR,192,2
193,4,184.48,21.914,0.052114,1.775,23.951999999999998,220.046,14.638,0,-21.475,0.060409199999999996,0.0248971,39.820384999999995,-20.449,VoiR,193,3
194,4,184.63400000000001,48.863,0.04558,3.32,24.752,148.154,13.994000000000002,0,-21.814,0.07834930000000001,0.04796,65.2523499,-20.197,Loose,194,3
195,6,184.653,40.438,0.06854,3.705,25.653000000000002,233.665,14.534,0,-22.164,0.1329075,0.0515841,108.90261840000001,-19.688,VoiS,195,4
196,4,184.921,12.42,0.060217999999999994,3.3930000000000002,24.607,229.541,13.832,0,-22.63,0.1099373,0.0434355,87.80300140000001,-20.889,Loose,196,3
197,4,185.06900000000002,56.138999999999996,0.034567,5.052,25.750999999999998,100.039,14.13,0,-21.028000000000002,0.10745299999999999,0.0974108,75.4918823,-20.011,VoiR,197,2
198,4,185.50900000000001,26.363000000000003,0.051266,5.727,25.987,141.839,14.074000000000002,0,-21.965,0.1588615,0.101574,126.4191666,-20.855999999999998,Field,198,3
199,4,185.588,28.81,0.064957,2.735,24.699,283.41700000000003,14.539000000000001,0,-22.119,0.12356889999999998,0.0395406,76.2371445,-21.588,Loose,199,3
200,5,185.903,58.403,0.015616,10.39,25.195,100.264,12.110999999999999,0,-21.314,0.07206169999999999,0.0651804,70.43669129999999,-20.343,Field,200,5
202,4,186.627,9.071,0.026097000000000002,6.252999999999999,24.54,154.282,13.011,0,-21.541999999999998,0.0831123,0.0488551,70.68862920000001,-21.37,Loose,202,4
203,4,186.71400000000003,31.092,0.061866,2.6239999999999997,24.846999999999998,272.2,14.398,0,-22.055,0.06983560000000001,0.0232674,69.7343063,-19.730999999999998,Node,203,1
204,4,187.15400000000002,53.635,0.036935,4.998,25.404,239.405,13.62,0,-21.694000000000003,0.10589389999999999,0.04011409999999999,79.7693939,-19.632,VoiR,204,2
206,4,187.733,51.349,0.044653,1.8230000000000002,23.465,355.24300000000005,14.305,0,-21.443,0.039102099999999994,0.0099824,35.0995979,-20.925,Loose,206,2
207,4,188.74200000000002,50.846000000000004,0.040545,5.681,25.451,90.714,13.53,0,-21.982,0.0994353,0.099409,99.43418879999999,-20.898000000000003,Loose,207,3
208,5,188.783,47.297,0.031582,5.546,26.254,80.477,14.442,0,-20.526,0.07737589999999998,0.08719489999999999,75.776413,-18.998,Field,208,2
209,4,188.907,35.359,0.061766999999999996,3.463,25.429000000000002,69.389,14.630999999999998,0,-21.864,0.1305714,0.1706529,91.8669968,-20.46,Loose,209,4
210,5,189.03900000000002,16.645,0.079946,0.754,21.928,739.3889999999999,14.415,0,-22.683000000000003,0.0300941,0.0036912,25.786438,-20.808000000000003,Loose,210,5
211,4,189.114,48.535,0.039934,3.9960000000000004,24.888,327.976,13.902000000000001,0,-21.596999999999998,0.09438139999999999,0.0260978,68.9064407,-20.998,Field,211,3
212,5,189.47400000000002,15.204,0.071934,2.804,24.725,461.371,14.309000000000001,0,-22.564,0.058470400000000006,0.0114933,86.4113159,-20.671,Node,212,5
213,4,189.859,17.202,0.071863,2.0869999999999997,24.408,816.8560000000001,14.55,0,-22.276999999999997,0.10166,0.0112866,64.2546234,-20.651999999999997,FIl,213,4
214,4,190.688,48.58,0.040195999999999996,5.675,25.939,108.575,14.392999999999999,0,-21.105999999999998,0.1339675,0.11189980000000001,98.4834137,-20.979,VoiR,214,2
215,4,191.03900000000002,9.042,0.048025,4.811,26.045,246.19099999999997,14.561,0,-21.386999999999997,0.1267241,0.04668169999999999,99.57790370000001,-20.636,Field,215,1
216,4,191.322,1.818,0.04895,2.71,24.086,159.954,13.588,0,-22.357,0.06931419999999999,0.0392995,57.150177,-20.109,Loose,216,4
217,4,191.669,9.849,0.025241,8.025,26.141,100.70299999999999,13.716,0,-20.712,0.10256289999999998,0.0923648,87.75799559999999,-20.424,Loose,217,4
218,4,193.188,45.756,0.062739,3.293,25.456,203.317,14.737,0,-21.791999999999998,0.10430460000000001,0.046525199999999996,88.72726440000001,-20.671999999999997,Loose,218,4
220,5,194.21,30.717,0.025398,9.077,26.193,331.20099999999996,13.497,0,-20.949,0.0775515,0.0212353,99.87018590000001,-20.608,Field,220,3
221,4,194.373,27.489,0.025329,2.97,23.018,449.754,12.443,0,-22.026,0.0580438,0.0117042,32.5945511,-20.574,FIl,221,4
222,4,194.715,27.8,0.020191,1.78,23.096,459.338,13.919,0,-20.092,0.0236864,0.0046766,15.5864429,-19.417,Loose,222,4
223,4,194.792,27.774,0.022883,1.479,22.511999999999997,416.17400000000004,13.912,0,-20.465999999999998,0.022787599999999998,0.0049657,14.666727999999999,-19.912,Node,223,4
224,4,195.324,27.862,0.019767,6.481,24.798000000000002,258.524,12.690999999999999,0,-21.151,0.0926331,0.0324956,55.5715637,-20.399,Loose,224,4
225,4,195.49200000000002,27.625999999999998,0.025814,5.073,24.473000000000003,703.7080000000001,12.74,0,-21.878,0.06485830000000001,0.008358599999999999,56.732872,-20.08,Field,225,3
226,4,195.88099999999997,47.417,0.024972,8.366,26.304000000000002,150.393,13.589,0,-20.862,0.1225202,0.073882,90.5138168,-19.926,Field,226,2
227,4,197.09799999999998,4.371,0.025167,4.912,26.206,38.828,14.640999999999998,0,-19.820999999999998,0.0536995,0.1254267,53.5559464,-18.882,Field,227,0
228,4,197.107,15.707,0.08407,1.744,24.002,340.95300000000003,14.675999999999998,0,-22.573,0.09520269999999999,0.025322900000000002,62.618904099999995,-21.08,Node,228,4
229,4,197.699,34.64,0.037737,5.596,25.826999999999998,174.225,14.095999999999998,0,-21.261999999999997,0.13545279999999998,0.0705078,91.2349548,-20.315,FIl,229,4
230,5,197.705,56.631,0.081414,2.3040000000000003,24.374000000000002,419.44599999999997,14.475,0,-22.660999999999998,0.0914459,0.019771900000000002,80.2009506,-21.340999999999998,VoiR,230,4
231,4,198.106,11.708,0.031976,4.636,24.947,254.8,13.34,0,-21.656999999999996,0.079463,0.0282829,64.1216125,-19.69,Field,231,3
232,5,199.393,41.277,0.067175,2.565,24.686,383.944,14.59,0,-22.087,0.09837919999999999,0.0232378,73.9053345,-20.93,Node,232,3
233,4,199.63099999999997,7.9670000000000005,0.04504,4.711,25.529,208.46599999999998,13.962,0,-21.822,0.11336480000000002,0.049317599999999996,91.5146103,-20.467,Field,233,3
234,5,199.704,30.825,0.032295,7.031000000000001,25.75,249.94,14.037,0,-21.045,0.1367938,0.0496352,98.21326450000001,-20.863000000000003,Field,234,5
235,4,199.72299999999998,43.244,0.052744000000000006,3.0239999999999996,24.801,107.295,14.616,0,-21.493000000000002,0.109626,0.09266060000000001,68.6519165,-21.432,Field,235,2
236,4,201.18099999999998,52.99100000000001,0.030645,6.678,25.785,34.888000000000005,13.509,0,-21.389,0.1229296,0.31955100000000003,88.5512238,-19.686,Field,236,3
237,6,201.97099999999998,34.334,0.035065,5.502000000000001,25.36,315.008,14.087,0,-21.096,0.0820562,0.0236237,83.40158079999999,-20.816999999999997,Loose,237,5
238,4,202.976,-2.872,0.086832,1.186,23.375999999999998,394.931,14.684000000000001,0,-22.628,0.0723408,0.016612000000000002,43.9565697,-20.744,Field,238,4
239,4,202.982,44.101000000000006,0.035117,6.388,26.063000000000002,168.74900000000002,14.068,0,-21.13,0.1241835,0.0667392,96.9606171,-20.043,Field,239,1
240,4,203.49599999999998,3.3169999999999997,0.022982,4.599,24.241,317.606,12.702,0,-21.559,0.06388060000000001,0.0182406,45.8172646,-20.115,Field,240,4
241,6,203.773,13.776,0.02412,17.546,26.269000000000002,220.2,12.682,0,-21.668000000000003,0.19388970000000003,0.0798539,183.4031372,-21.629,Loose,241,3
242,5,203.938,13.368,0.043328,6.317,25.566,124.618,14.130999999999998,0,-21.568,0.1846705,0.1343933,118.0859146,-21.293000000000003,Field,242,2
243,4,203.959,47.435,0.062545,2.329,24.045,566.4209999999999,14.376,0,-22.139,0.06908869999999999,0.0110618,62.5542793,-21.345,Node,243,4
244,6,204.02200000000002,59.218,0.071768,2.885,24.164,361.686,13.915999999999999,0,-22.918000000000003,0.11753,0.0294697,88.7091751,-21.926,Node,244,6
245,4,204.05700000000002,42.012,0.062439,4.63,26.046,277.38599999999997,14.339,0,-22.179000000000002,0.1787704,0.0584481,124.15002439999999,-19.662,Field,245,4
246,4,204.18900000000002,24.998,0.075517,2.9610000000000003,24.83,344.681,14.232999999999999,0,-22.729,0.11510739999999998,0.030286200000000003,95.71897890000001,-21.24,Loose,246,3
247,4,204.32299999999998,55.714,0.064669,5.396,26.267,311.062,14.329,0,-22.283,0.1608711,0.0469019,149.7723541,-20.49,Field,247,3
248,4,204.62900000000002,26.749000000000002,0.030036,4.76,24.994,268.092,13.427,0,-21.366999999999997,0.07439789999999999,0.0251673,61.875511200000005,-20.194000000000003,Loose,248,4
249,5,204.68200000000002,57.283,0.069319,3.852,25.173000000000002,572.244,14.4,0,-22.368000000000002,0.0506143,0.0080214,114.4760132,-21.276999999999997,Field,249,4
250,4,204.938,30.054000000000002,0.034964,8.488,26.226999999999997,152.901,14.011,0,-21.197,0.1607875,0.0953677,128.2863922,-20.978,Field,250,3
251,4,204.94400000000002,27.383000000000003,0.035857,4.2780000000000005,26.046,196.782,14.529000000000002,0,-20.718000000000004,0.11131019999999998,0.051299000000000004,66.2887421,-18.405,Field,251,1
252,4,205.106,5.056,0.02399,5.297000000000001,25.526999999999997,132.414,13.786,0,-20.573,0.08344249999999999,0.05714930000000001,55.075012199999996,-19.471,Loose,252,3
253,4,205.187,25.953000000000003,0.029679,6.752000000000001,25.995,524.052,13.722999999999999,0,-21.092,0.08683350000000001,0.015027,86.725029,-20.019000000000002,Loose,253,3
254,4,205.278,30.37,0.041048,3.8760000000000003,24.924,102.79799999999999,13.868,0,-21.709,0.0744385,0.06567100000000001,68.6873703,-20.402,Loose,254,0
255,6,205.301,52.093999999999994,0.060489,6.369,26.233,317.589,14.322000000000001,0,-22.136,0.1585879,0.045285900000000004,165.5158997,-21.54,Field,255,3
256,4,205.743,49.058,0.06331,3.4389999999999996,25.331999999999997,124.785,14.369000000000002,0,-22.18,0.0934866,0.0679433,93.48226170000001,-20.225,Field,256,2
257,4,206.092,20.362000000000002,0.027776,5.836,25.522,67.97800000000001,13.774000000000001,0,-20.898000000000003,0.08627539999999999,0.11510039999999999,70.19060520000001,-20.413,Field,257,3
258,4,206.16299999999998,37.187,0.027252,4.768,25.269000000000002,25.793000000000003,14.054,0,-20.578000000000003,0.0856587,0.3011775,56.267368299999994,-20.275,VoiS,258,1
259,4,206.362,56.637,0.035441,8.151,26.225,125.28299999999999,13.321,0,-21.897,0.1331393,0.0963768,124.86104579999999,-19.449,Loose,259,2
260,4,206.574,17.959,0.027663999999999998,5.257999999999999,26.276999999999997,171.7,14.386,0,-20.276,0.0995197,0.05256519999999999,62.9856606,-18.293,Field,260,1
261,5,206.696,22.733,0.028356,8.265,26.151999999999997,349.837,13.754000000000001,0,-20.965999999999998,0.0794564,0.020597900000000002,101.46588129999999,-19.867,Field,261,4
262,5,207.73,2.323,0.033984,4.618,25.184,224.199,14.192,0,-20.892,0.061521400000000004,0.0248858,67.8595886,-20.871,Loose,262,1
263,5,208.042,2.404,0.024630000000000003,9.457,25.496,180.602,12.435,0,-21.97,0.09736460000000001,0.048892000000000005,100.93173979999999,-20.105999999999998,Loose,263,4
264,4,208.233,24.535,0.056787,4.249,25.961,419.47,14.575,0,-21.761,0.14632509999999999,0.0316357,103.7702408,-19.838,FIl,264,2
265,4,208.678,21.816999999999997,0.028546,7.579,25.862,40.09,13.517000000000001,0,-21.215,0.09635880000000001,0.2179786,93.66064449999999,-20.566999999999997,FIl,265,2
266,5,209.024,24.638,0.064776,4.746,25.854,375.86300000000006,14.539000000000001,0,-22.035999999999998,0.14910479999999998,0.0359767,131.9453125,-21.128,FIl,266,5
267,7,209.145,23.354,0.06706799999999999,2.798,24.761,192.267,14.607000000000001,0,-22.081999999999997,0.0950687,0.0448427,80.490921,-20.482,VoiS,267,4
268,4,209.19099999999997,23.253,0.063263,4.093,25.203000000000003,662.677,13.761,0,-22.824,0.153005,0.0209394,111.17140959999999,-20.159000000000002,Loose,268,4
269,5,209.533,21.685,0.066802,1.729,23.430999999999997,71.354,14.558,0,-22.133000000000003,0.06162619999999999,0.07832560000000001,49.5617485,-21.517,Node,269,4
270,4,209.553,18.336,0.06376699999999999,1.581,23.861,542.504,14.729000000000001,0,-21.831,0.063444,0.0106059,43.291397100000005,-20.487,Node,270,3
271,4,209.915,59.278999999999996,0.036352999999999996,6.114,25.826,196.298,13.762,0,-21.513,0.136696,0.0631539,96.04909520000001,-20.144000000000002,Field,271,3
272,6,210.139,-2.86,0.02534,6.131,24.38,321.932,12.455,0,-22.049,0.06401509999999999,0.0180334,67.3037949,-20.588,Field,272,6
273,4,210.44299999999998,38.684,0.019266,4.507,24.996,273.058,13.427,0,-20.498,0.0511698,0.0169949,37.6666031,-18.338,VoiS,273,4
274,4,210.551,45.563,0.065846,4.2860000000000005,26.179000000000002,173.485,14.645999999999999,0,-22.000999999999998,0.13182320000000003,0.06891110000000002,121.0874405,-19.605,Field,274,3
275,5,210.726,9.367,0.020819,6.44,24.221,182.52599999999998,12.629000000000001,0,-21.374000000000002,0.0787298,0.0391177,58.142540000000004,-21.36,VoiS,275,5
276,4,211.47099999999998,65.73899999999999,0.031397,5.855,25.223000000000003,99.773,13.366,0,-21.633000000000003,0.0806013,0.0732638,79.5246658,-20.363,Loose,276,4
278,5,211.747,0.851,0.049014999999999996,4.288,25.923000000000002,335.077,14.624,0,-21.311,0.1489479,0.0403134,90.5584641,-19.949,Loose,278,3
279,4,212.31900000000002,55.244,0.042587,5.086,25.954,113.29,14.309000000000001,0,-21.308000000000003,0.12176300000000001,0.0974726,93.4734344,-19.676,Loose,279,2
280,5,212.925,27.984,0.065911,2.8360000000000003,24.651,375.28,14.24,0,-22.369,0.0975948,0.0235847,80.20921329999999,-20.934,Node,280,4
281,4,213.581,2.965,0.026930000000000003,2.428,23.919,200.514,14.193,0,-20.417,0.0325497,0.014721799999999998,28.312021299999998,-19.901,Field,281,3
282,5,213.708,60.00899999999999,0.036843,5.506,24.98,345.042,13.472999999999999,0,-21.838,0.10250739999999998,0.0269428,87.6485672,-20.901999999999997,Loose,282,5
283,4,213.815,4.9239999999999995,0.057399,3.012,25.034000000000002,275.38,14.581,0,-21.718000000000004,0.11093789999999999,0.0365348,74.33646390000001,-20.761,FIl,283,2
284,5,214.794,45.9,0.027152999999999997,8.943999999999999,26.316999999999997,123.413,13.777999999999999,0,-20.804000000000002,0.1275969,0.0937645,105.17470549999999,-20.142,Field,284,2
285,4,214.794,7.063,0.02609,5.4270000000000005,25.378,152.121,13.939,0,-20.596,0.08806010000000002,0.0524989,61.3365822,-20.505,Field,285,2
286,5,214.85299999999998,35.108000000000004,0.029013,4.618,24.581,33.523,13.231,0,-21.543000000000003,0.06005980000000001,0.1624814,57.99869920000001,-20.688000000000002,Field,286,2
287,4,215.179,5.46,0.028243,4.251,25.294,77.812,14.334000000000001,0,-20.372,0.0791852,0.0922906,51.9751854,-19.79,Field,287,0
288,4,215.679,40.367,0.018775,7.942,24.816,156.626,12.739,0,-21.057,0.0919108,0.0532184,64.6901398,-21.045,VoiS,288,3
289,4,216.25099999999998,27.823,0.038408,7.945,26.026,227.459,14.187999999999999,0,-21.214000000000002,0.1531501,0.06106230000000001,131.8005676,-21.186999999999998,Field,289,2
290,4,216.25900000000001,47.928000000000004,0.071575,3.955,25.857,145.899,14.738,0,-22.096999999999998,0.145534,0.09046280000000001,121.30561829999999,-20.691999999999997,FIl,290,3
291,4,216.863,11.322000000000001,0.027697000000000003,6.47,25.083000000000002,423.99699999999996,13.155,0,-21.49,0.1145443,0.0245002,77.59209440000001,-21.213,FIl,291,4
292,5,217.386,35.532,0.029162999999999998,8.477,25.934,127.11200000000001,13.752,0,-21.01,0.12556810000000002,0.08958830000000001,107.0081024,-20.955,Field,292,3
293,4,217.495,53.978,0.043147000000000005,3.383,24.669,319.579,13.68,0,-22.008000000000003,0.0784034,0.0222493,62.983211499999996,-19.837,Node,293,4
294,4,217.68400000000003,11.91,0.026815,9.302999999999999,25.443,412.265,12.352,0,-22.195,0.1538213,0.0338375,108.0413437,-20.5,FIl,294,3
295,4,217.97400000000002,16.804000000000002,0.048958999999999996,6.431,26.146,50.96,13.783,0,-22.185,0.20944279999999998,0.37272849999999996,135.6553345,-20.104,Field,295,2
296,4,218.485,40.16,0.026010000000000002,10.169,26.250999999999998,107.90100000000001,13.525,0,-20.995,0.2060382,0.173173,114.56845859999999,-20.59,VoiS,296,2
297,5,218.97099999999998,24.74,0.035455,3.741,24.29,240.012,13.293,0,-22.006999999999998,0.08607310000000001,0.0325233,57.3330345,-20.619,FIl,297,2
298,4,219.045,21.829,0.018276,4.284,24.311,215.653,12.966,0,-20.912,0.044509,0.018717599999999997,33.9755096,-19.247,VoiS,298,3
299,4,219.046,60.472,0.049598,3.042,24.429000000000002,182.44,14.137,0,-21.861,0.0990625,0.0492436,64.9949417,-21.406999999999996,Node,299,3
300,4,219.429,15.895,0.037663999999999996,6.854,26.133000000000003,59.56399999999999,14.347000000000001,0,-21.015,0.1270348,0.19341979999999998,111.51956940000001,-20.838,Field,300,1
301,4,219.595,23.381,0.031132999999999997,5.716,25.322,153.678,13.412,0,-21.513,0.08635570000000001,0.050961,76.99797059999999,-20.179000000000002,Field,301,4
302,4,219.68900000000002,56.027,0.043167000000000004,3.737,25.737,52.291000000000004,14.719000000000001,0,-20.948,0.0978691,0.1697381,69.600296,-19.308,Field,302,2
303,4,219.96200000000002,21.568,0.040575,4.855,25.608,73.03,14.327,0,-21.197,0.0930725,0.11557970000000001,85.0472183,-20.495,Field,303,3
304,4,220.445,9.407,0.029942,9.287,26.228,514.751,13.588,0,-21.166999999999998,0.16396429999999998,0.028887599999999996,120.34731289999999,-21.134,FIl,304,2
305,4,221.14700000000002,40.806,0.024848,5.065,25.959,136.42700000000002,14.283,0,-20.204,0.0545451,0.0362589,54.5359726,-18.928,VoiS,305,2
306,4,221.8,20.275,0.043863,4.287,25.83,210.335,14.727,0,-20.985,0.08254760000000001,0.035592,81.111351,-19.962,Field,306,4
307,7,221.959,19.046,0.042835000000000005,4.043,24.885,266.509,14.685,0,-21.005,0.0666776,0.022689599999999997,74.7320633,-20.936,FIl,307,4
308,5,222.525,0.5760000000000001,0.040531,4.827,25.538,132.954,14.280999999999999,0,-21.246,0.12080199999999999,0.0824007,84.45736690000001,-20.583000000000002,Field,308,2
